Timestamp,UnixTime,PersonID,KP0_X,KP0_Y,KP0_C,KP1_X,KP1_Y,KP1_C,KP2_X,KP2_Y,KP2_C,KP3_X,KP3_Y,KP3_C,KP4_X,KP4_Y,KP4_C,KP5_X,KP5_Y,KP5_C,KP6_X,KP6_Y,KP6_C,KP7_X,KP7_Y,KP7_C,KP8_X,KP8_Y,KP8_C,KP9_X,KP9_Y,KP9_C,KP10_X,KP10_Y,KP10_C,KP11_X,KP11_Y,KP11_C,KP12_X,KP12_Y,KP12_C,KP13_X,KP13_Y,KP13_C,KP14_X,KP14_Y,KP14_C,KP15_X,KP15_Y,KP15_C,KP16_X,KP16_Y,KP16_C
2026-03-14 07:46:33.666701,1773488793.6667018,4073,993.86365,283.03976,0.61279297,997.9545,273.32385,0.15075684,989.26135,269.74432,0.64746094,980.0568,275.625,0.05328369,960.625,266.93182,0.7241211,964.7159,328.29544,0.7011719,911.53406,317.8125,0.9614258,950.3977,405.51135,0.5024414,890.5682,384.80115,0.9550781,956.53406,296.07956,0.54248047,946.8182,285.85226,0.9165039,944.7727,501.39206,0.83251953,901.8182,500.88068,0.9326172,943.23865,613.63635,0.47583008,892.61365,617.7273,0.7080078,936.0795,656.5909,0.15576172,877.78406,665.7955,0.24853516
2026-03-14 07:46:33.687365,1773488793.6873658,4073,993.86365,283.03976,0.61279297,997.9545,273.32385,0.15075684,989.26135,269.74432,0.64746094,980.0568,275.625,0.05328369,960.625,266.93182,0.7241211,964.7159,328.29544,0.7011719,911.53406,317.8125,0.9614258,950.3977,405.51135,0.5024414,890.5682,384.80115,0.9550781,956.53406,296.07956,0.54248047,946.8182,285.85226,0.9165039,944.7727,501.39206,0.83251953,901.8182,500.88068,0.9326172,943.23865,613.63635,0.47583008,892.61365,617.7273,0.7080078,936.0795,656.5909,0.15576172,877.78406,665.7955,0.24853516
2026-03-14 07:46:33.707962,1773488793.707962,4073,993.86365,283.03976,0.61279297,997.9545,273.32385,0.15075684,989.26135,269.74432,0.64746094,980.0568,275.625,0.05328369,960.625,266.93182,0.7241211,964.7159,328.29544,0.7011719,911.53406,317.8125,0.9614258,950.3977,405.51135,0.5024414,890.5682,384.80115,0.9550781,956.53406,296.07956,0.54248047,946.8182,285.85226,0.9165039,944.7727,501.39206,0.83251953,901.8182,500.88068,0.9326172,943.23865,613.63635,0.47583008,892.61365,617.7273,0.7080078,936.0795,656.5909,0.15576172,877.78406,665.7955,0.24853516
2026-03-14 07:52:55.141874,1773489175.1418748,4074,833.8068,329.57385,0.27001953,835.8523,317.04544,0.40283203,843.01135,316.5341,0.046813965,856.3068,323.18182,0.8911133,901.8182,315.51135,0.18518066,852.7273,397.07385,0.9536133,956.0227,381.98865,0.7739258,829.2045,503.94885,0.8256836,982.61365,492.44318,0.24951172,792.38635,556.875,0.49902344,923.8068,542.0455,0.14587402,874.7159,597.2727,0.7216797,942.7273,589.0909,0.52441406,842.5,699.5455,0.20678711,917.15906,686.25,0.105163574,861.9318,720.0,0.049316406,942.7273,706.7045,0.031555176
2026-03-14 07:52:55.185745,1773489175.1857455,4074,815.90906,324.9716,0.34448242,818.4659,311.93182,0.51416016,825.11365,311.93182,0.048858643,846.5909,319.85794,0.90625,885.9659,313.4659,0.12866211,845.5682,396.81818,0.95703125,940.6818,386.5909,0.77246094,812.8409,499.0909,0.85253906,949.88635,490.9091,0.23400879,762.7273,561.4773,0.56933594,867.5568,527.7273,0.15393066,869.0909,598.2955,0.7270508,933.01135,590.625,0.5073242,823.5795,687.2727,0.24523926,896.7045,671.9318,0.11395264,838.40906,720.0,0.06304932,925.3409,687.7841,0.03845215
2026-03-14 07:52:55.206393,1773489175.206393,4074,815.90906,324.9716,0.34448242,818.4659,311.93182,0.51416016,825.11365,311.93182,0.048858643,846.5909,319.85794,0.90625,885.9659,313.4659,0.12866211,845.5682,396.81818,0.95703125,940.6818,386.5909,0.77246094,812.8409,499.0909,0.85253906,949.88635,490.9091,0.23400879,762.7273,561.4773,0.56933594,867.5568,527.7273,0.15393066,869.0909,598.2955,0.7270508,933.01135,590.625,0.5073242,823.5795,687.2727,0.24523926,896.7045,671.9318,0.11395264,838.40906,720.0,0.06304932,925.3409,687.7841,0.03845215
2026-03-14 07:52:55.250453,1773489175.2504532,4074,810.28406,319.85794,0.36206055,812.8409,307.8409,0.42871094,820.0,306.81818,0.061065674,832.78406,316.5341,0.9013672,875.73865,309.375,0.23352051,821.53406,391.19318,0.9741211,929.9432,382.5,0.8925781,789.3182,492.69885,0.90625,979.03406,492.1875,0.4794922,760.1705,544.6023,0.6933594,953.4659,553.2955,0.30249023,849.65906,591.13635,0.84228516,918.6932,587.5568,0.7080078,829.7159,692.38635,0.29077148,902.8409,683.1818,0.16064453,852.7273,720.0,0.055114746,930.9659,706.7045,0.036499023
2026-03-14 07:52:55.282809,1773489175.282809,4074,810.28406,319.85794,0.36206055,812.8409,307.8409,0.42871094,820.0,306.81818,0.061065674,832.78406,316.5341,0.9013672,875.73865,309.375,0.23352051,821.53406,391.19318,0.9741211,929.9432,382.5,0.8925781,789.3182,492.69885,0.90625,979.03406,492.1875,0.4794922,760.1705,544.6023,0.6933594,953.4659,553.2955,0.30249023,849.65906,591.13635,0.84228516,918.6932,587.5568,0.7080078,829.7159,692.38635,0.29077148,902.8409,683.1818,0.16064453,852.7273,720.0,0.055114746,930.9659,706.7045,0.036499023
2026-03-14 07:52:55.314423,1773489175.3144233,4074,802.1023,320.88068,0.3515625,804.65906,308.60794,0.4543457,810.7955,307.8409,0.055603027,826.13635,317.04544,0.91748047,869.0909,309.88635,0.2199707,813.86365,391.96024,0.97314453,924.8295,380.45456,0.86035156,771.9318,492.69885,0.90722656,966.25,486.81818,0.39135742,742.2727,521.5909,0.7089844,936.5909,523.3807,0.26464844,840.4545,589.0909,0.82373047,910.51135,583.9773,0.6503906,823.0682,689.3182,0.31518555,894.65906,677.5568,0.1586914,844.03406,720.0,0.064575195,916.13635,693.4091,0.039398193
2026-03-14 07:52:55.340432,1773489175.340432,4074,802.1023,320.88068,0.3515625,804.65906,308.60794,0.4543457,810.7955,307.8409,0.055603027,826.13635,317.04544,0.91748047,869.0909,309.88635,0.2199707,813.86365,391.96024,0.97314453,924.8295,380.45456,0.86035156,771.9318,492.69885,0.90722656,966.25,486.81818,0.39135742,742.2727,521.5909,0.7089844,936.5909,523.3807,0.26464844,840.4545,589.0909,0.82373047,910.51135,583.9773,0.6503906,823.0682,689.3182,0.31518555,894.65906,677.5568,0.1586914,844.03406,720.0,0.064575195,916.13635,693.4091,0.039398193
